연번,시,구,동,관리번호,지번주소,도로명주소,설치일자,카메라대수,위도,경도,데이터기준일자,weight
"166",경기도 성남시,수정구,태평1동,수정태평1-A-10,태평1동 5849번지,제일로197번길 14 (태평동),"2013","5","37.443413 ","127.129060 ",2025-11-12,0.70
"167",경기도 성남시,수정구,태평1동,수정태평1-A-11,태평1동 5878번지,남문로12번길 22 (태평동),"2013","5","37.442559 ","127.129175 ",2025-11-12,0.70
"168",경기도 성남시,수정구,태평1동,수정태평1-A-12,태평1동 7196-2번지,"수정로35번길 26 (태평동, 삼영로즈빌)","2013","4","37.441529 ","127.124793 ",2025-11-12,0.70
"169",경기도 성남시,수정구,태평1동,수정태평1-A-13,태평1동 7113번지,"모란로 123 (태평동, 태평연립주택)","2014","5","37.441529 ","127.124793 ",2025-11-12,0.70
"170",경기도 성남시,수정구,태평1동,수정태평1-A-14,태평1동 7260번지,수정로25번길 17-2 (태평동),"2015","6","37.440070 ","127.124440 ",2025-11-12,0.70
"171",경기도 성남시,수정구,태평1동,수정태평1-A-15,태평1동 6083-1번지,남문로4번길 12-2 (태평동),"2016","5","37.443110 ","127.127950 ",2025-11-12,0.70
"172",경기도 성남시,수정구,태평1동,수정태평1-A-16,태평1동 6928-4번지,모란로 88 (태평동),"2016","4","37.440740 ","127.125910 ",2025-11-12,0.70
"173",경기도 성남시,수정구,태평1동,수정태평1-A-17,태평1동 6151-7번지,성남대로1250번길 11-2 (태평동),"2016","4","37.441750 ","127.128920 ",2025-11-12,0.70
"174",경기도 성남시,수정구,태평1동,수정태평1-A-18,태평1동 5202번지,성남대로 1290-1 (태평동),2017-12,"5","37.444890 ","127.127290 ",2025-11-12,0.70
"175",경기도 성남시,수정구,태평1동,수정태평1-A-19,태평1동 6524-1번지,수정로73번길 15 (태평동),2018-07,"4","37.441180 ","127.128310 ",2025-11-12,0.70
"176",경기도 성남시,수정구,태평1동,수정태평1-A-20,태평1동 5545번지,남문로21번길 10 (태평동),2018-07,"5","37.445360 ","127.129140 ",2025-11-12,0.70
"177",경기도 성남시,수정구,태평1동,수정태평1-A-21,태평1동 5668번지,남문로22번길 22 (태평동),2018-07,"5","37.442870 ","127.130280 ",2025-11-12,0.70
"178",경기도 성남시,수정구,태평1동,수정태평1-A-22,태평1동 6971번지,수정로61번길 7 (태평동),2019-09,"5","37.440260 ","127.127180 ",2025-11-12,0.70
"179",경기도 성남시,수정구,태평1동,수정태평1-A-23,태평1동 6431번지,수정로99번길 5 (태평동),2019-09,"5","37.441160 ","127.131210 ",2025-11-12,0.70
"180",경기도 성남시,수정구,태평1동,수정태평1-A-24,태평1동 5730번지,남문로18번길 7 (태평동),2019-09,"4","37.444000 ","127.129320 ",2025-11-12,0.70
"181",경기도 성남시,수정구,태평1동,수정태평1-A-25,태평1동 7184-11번지,모란로89번길 8 (태평동),2019-09,"4","37.441200 ","127.125170 ",2025-11-12,0.70
"182",경기도 성남시,수정구,태평1동,수정태평1-A-26,태평1동 5124-3,태평로8번길 8,2020-07,"5","37.447480 ","127.127804 ",2025-11-12,0.70
"183",경기도 성남시,수정구,태평1동,수정태평1-A-27,태평1동 5857,남문로 14,2020-07,"4","37.444363 ","127.128593 ",2025-11-12,0.70
"184",경기도 성남시,수정구,태평1동,수정태평1-A-28,태평1동 7168-4,모란로 107,2020-07,"5","37.442507 ","127.125840 ",2025-11-12,0.70
"185",경기도 성남시,수정구,태평1동,수정태평1-A-29,태평1동 6299,수정북로7번길 10,2020-07,"5","37.442110 ","127.130235 ",2025-11-12,0.70
"186",경기도 성남시,수정구,태평1동,수정태평1-A-30,태평1동 5857-18,수정구 남문로12번길 5,2021-06,"3","37.443920 ","127.128590 ",2025-11-12,0.70
"187",경기도 성남시,수정구,태평1동,수정태평1-A-31,태평1동 산21-20,,2021-06,"4","37.444040 ","127.124530 ",2025-11-12,0.70
"188",경기도 성남시,수정구,태평1동,수정태평1-A-32,태평1동 5170-8,남문로13번길 17,2021-12,"5","37.445750 ","127.128100 ",2025-11-12,0.70
"189",경기도 성남시,수정구,태평1동,수정태평1-A-33,태평1동 7115-25,모란로133번길 1-12,2021-12,"4","37.444340 ","127.125300 ",2025-11-12,0.70
"190",경기도 성남시,수정구,태평1동,수정태평1-A-34,태평1동 5485,남문로17번길 10,2022-07,"5","37.445243 ","127.128773 ",2025-11-12,0.70
"191",경기도 성남시,수정구,태평1동,수정태평1-A-35,태평1동 6894,수정로57번길 10,2022-08,"5","37.440276 ","127.126825 ",2025-11-12,0.70
"192",경기도 성남시,수정구,태평1동,수정태평1-A-36,태평1동 6094,남문로2번길 7,2023-06,"5","37.443466 ","127.127520 ",2025-11-12,0.70
"193",경기도 성남시,수정구,태평1동,수정태평1-A-37,태평1동 6795,성남대로 1275-1,2023-06,"6","37.443992 ","127.126852 ",2025-11-12,0.70
"194",경기도 성남시,수정구,태평1동,수정태평1-A-38,태평1동 6468-3,수정로 87번길 9,2023-06,"5","37.441201 ","127.129861 ",2025-11-12,0.70
"195",경기도 성남시,수정구,태평1동,수정태평1-A-39,태평동 7277,,2024-02,"3","37.440608 ","127.121525 ",2025-11-12,0.70
"196",경기도 성남시,수정구,태평1동,수정태평1-A-40,태평동 7277,,2024-02,"4","37.440083 ","127.121723 ",2025-11-12,0.70
"197",경기도 성남시,수정구,태평1동,수정태평1-A-41,태평동 7277,,2024-02,"3","37.440988 ","127.121597 ",2025-11-12,0.70
"198",경기도 성남시,수정구,태평1동,수정태평1-A-42,태평동 7277,,2024-02,"3","37.440959 ","127.121968 ",2025-11-12,0.70
"199",경기도 성남시,수정구,태평1동,수정태평1-A-43,태평동 7277,,2024-02,"3","37.441131 ","127.121762 ",2025-11-12,0.70
"200",경기도 성남시,수정구,태평1동,수정태평1-A-44,태평동 7277,,2024-02,"5","37.441153 ","127.121670 ",2025-11-12,0.70
"201",경기도 성남시,수정구,태평1동,수정태평1-A-45,태평동 7277,,2024-02,"3","37.441559 ","127.121674 ",2025-11-12,0.70
"202",경기도 성남시,수정구,태평1동,수정태평1-A-46,태평동 7277,,2024-02,"3","37.441522 ","127.121613 ",2025-11-12,0.70
"203",경기도 성남시,수정구,태평1동,수정태평1-A-47,태평동 7277,,2024-02,"3","37.442198 ","127.121634 ",2025-11-12,0.70
"204",경기도 성남시,수정구,태평1동,수정태평1-A-48,태평동 7277,,2024-02,"4","37.441968 ","127.121938 ",2025-11-12,0.70
"205",경기도 성남시,수정구,태평1동,수정태평1-A-49,태평동 7277,,2024-02,"3","37.441786 ","127.122384 ",2025-11-12,0.70
"206",경기도 성남시,수정구,태평1동,수정태평1-A-50,태평동 7277,,2024-02,"4","37.440996 ","127.120553 ",2025-11-12,0.70
"207",경기도 성남시,수정구,태평1동,수정태평1-A-51,태평동 7277,,2024-02,"5","37.441117 ","127.120999 ",2025-11-12,0.70
"208",경기도 성남시,수정구,태평1동,수정태평1-A-52,태평동 7277,,2024-02,"5","37.441419 ","127.120876 ",2025-11-12,0.70
"209",경기도 성남시,수정구,태평1동,수정태평1-A-53,태평1동 7035-1,,2024-04,"4","37.449114 ","127.118716 ",2025-11-12,0.70
"210",경기도 성남시,수정구,태평1동,수정태평1-A-54,태평동 7003-13,,2024-10,"6","37.442165 ","127.118910 ",2025-11-12,0.70
"211",경기도 성남시,수정구,태평1동,수정태평1-A-55,태평1동 6973,성남대로 1235,2024-10,"4","37.440313 ","127.127553 ",2025-11-12,0.70
"212",경기도 성남시,수정구,태평1동,수정태평1-A-56,태평1동 6500,수정로73번길 8-2,2024-10,"3","37.440800 ","127.128460 ",2025-11-12,0.70
"213",경기도 성남시,수정구,태평1동,수정태평1-A-58,태평1동 7115-1,모란로133번길 2,2024-10,"4","37.444929 ","127.126046 ",2025-11-12,0.70
"214",경기도 성남시,수정구,태평2동,수정태평2-A-1,태평2동 2991번지,,"2010","4","37.446740 ","127.135260 ",2025-11-12,0.70
"215",경기도 성남시,수정구,태평2동,수정태평2-A-2,태평2동 3307-85번지,,"2010","5","37.446706 ","127.137772 ",2025-11-12,0.70
"216",경기도 성남시,수정구,태평2동,수정태평2-A-3,태평2동 975번지,태평로74번길 21-1 (태평동),"2010","5","37.447927 ","127.135620 ",2025-11-12,0.70
"217",경기도 성남시,수정구,태평2동,수정태평2-A-4,태평2동 3228번지,탄리로96번길 11 (태평동),"2010","5","37.444616 ","127.136178 ",2025-11-12,0.70
"218",경기도 성남시,수정구,태평2동,수정태평2-A-5,태평2동 3365-1번지,수정로171번길 15 (태평동),"2010","4","37.444087 ","127.138437 ",2025-11-12,0.70
"219",경기도 성남시,수정구,태평2동,수정태평2-A-6,태평2동 3485번지,수정북로 66 (태평동),"2010","5","37.443226 ","127.136838 ",2025-11-12,0.70
"220",경기도 성남시,수정구,태평2동,수정태평2-A-7,태평2동 516번지,태평로74번길 2 (태평동),"2010","4","37.449802 ","127.134730 ",2025-11-12,0.70
"221",경기도 성남시,수정구,태평2동,수정태평2-A-8,태평2동 3309번지,수정로171번길 10 (태평동),"2010","4","37.445383 ","127.138807 ",2025-11-12,0.70
"222",경기도 성남시,수정구,태평2동,수정태평2-A-9,태평2동 2749번지,남문로101번길 16 (태평동),"2010","5","37.448433 ","127.137378 ",2025-11-12,0.70
"223",경기도 성남시,수정구,태평2동,수정태평2-A-10,태평2동 1347번지,시민로249번길 19-1 (태평동),"2012","5","37.449199 ","127.137583 ",2025-11-12,0.70
"224",경기도 성남시,수정구,태평2동,수정태평2-A-11,태평2동 2990번지,,"2013","5","37.446640 ","127.136203 ",2025-11-12,0.70
"225",경기도 성남시,수정구,태평2동,수정태평2-A-12,태평2동 874번지,,"2013","5","37.448493 ","127.134882 ",2025-11-12,0.70
"226",경기도 성남시,수정구,태평2동,수정태평2-A-13,태평2동 3166-1번지,탄리로132번길 4 (태평동),"2013","5","37.447502 ","127.133992 ",2025-11-12,0.70
"227",경기도 성남시,수정구,태평2동,수정태평2-A-14,태평2동 483번지,태평로82번길 8-1 (태평동),"2015","5","37.449370 ","127.135920 ",2025-11-12,0.70
"228",경기도 성남시,수정구,태평2동,수정태평2-A-15,태평2동 3273-2번지,"남문로90번길 14 (태평동, 성문아트빌라)","2015","3","37.445630 ","127.137130 ",2025-11-12,0.70
"229",경기도 성남시,수정구,태평2동,수정태평2-A-16,태평2동 513번지,"태평로78번길 8 (태평동, 영헌맨션빌라)","2015","6","37.449200 ","127.135060 ",2025-11-12,0.70
"230",경기도 성남시,수정구,태평2동,수정태평2-A-17,태평2동 7288-6번지,수정로 175 (태평동),"2015","5","37.443200 ","127.139200 ",2025-11-12,0.70
"231",경기도 성남시,수정구,태평2동,수정태평2-A-18,태평2동 2645번지,남문로111번길 3 (태평동),"2016","4","37.447780 ","127.138780 ",2025-11-12,0.70
"232",경기도 성남시,수정구,태평2동,수정태평2-A-19,태평2동 1257번지,,2017-12,"5","37.449660 ","127.136860 ",2025-11-12,0.70
"233",경기도 성남시,수정구,태평2동,수정태평2-A-20,태평2동 3307-51번지,시민로215번길 23 (태평동),2017-12,"5","37.446260 ","127.138420 ",2025-11-12,0.70
"234",경기도 성남시,수정구,태평2동,수정태평2-A-21,태평2동 2895번지,남문로93번길 11-1 (태평동),2018-07,"5","37.447710 ","127.136620 ",2025-11-12,0.70
"235",경기도 성남시,수정구,태평2동,수정태평2-A-22,태평2동 224-11번지,태평로 89 (태평동),2018-07,"4","37.450600 ","127.137440 ",2025-11-12,0.70
"236",경기도 성남시,수정구,태평2동,수정태평2-A-23,태평2동 667번지,탄리로146번길 3 (태평동),2019-04,"5","37.448650 ","127.133450 ",2025-11-12,0.70
"237",경기도 성남시,수정구,태평2동,수정태평2-A-24,태평2동 3377,수정로153번길 18-10,2020-07,"4","37.444023 ","127.137103 ",2025-11-12,0.70
"238",경기도 성남시,수정구,태평2동,수정태평2-A-25,태평2동 744번지,탄리로138번길 5-7 (태평동),2019-12,"3","37.448424 ","127.133828 ",2025-11-12,0.70
"239",경기도 성남시,수정구,태평2동,수정태평2-A-26,태평2동 702번지,탄리로58번길 18 (태평동),2019-12,"5","37.448040 ","127.133716 ",2025-11-12,0.70
"240",경기도 성남시,수정구,태평2동,수정태평2-A-27,태평2동 3129-5번지,,2019-12,"5","37.446502 ","127.134402 ",2025-11-12,0.70
"241",경기도 성남시,수정구,태평2동,수정태평2-A-28,태평2동 3140번지,남문로69번길 11 (태평동),2019-12,"5","37.447014 ","127.134525 ",2025-11-12,0.70
"242",경기도 성남시,수정구,태평2동,수정태평2-A-29,태평2동 3088번지,남문로77번길 7-2 (태평동),2019-12,"4","37.447135 ","127.135005 ",2025-11-12,0.70
"243",경기도 성남시,수정구,태평2동,수정태평2-A-30,태평2동 3026번지,탄리로132번길 16-9 (태평동),2019-12,"5","37.447407 ","127.135387 ",2025-11-12,0.70
"244",경기도 성남시,수정구,태평2동,수정태평2-A-31,태평2동 3074-1번지,남문로77번길 13-2 (태평동),2019-12,"5","37.447632 ","127.134746 ",2025-11-12,0.70
"245",경기도 성남시,수정구,태평2동,수정태평2-A-32,태평2동 819번지,탄리로138번길 10-1 (태평동),2019-12,"4","37.448268 ","127.134474 ",2025-11-12,0.70
"246",경기도 성남시,수정구,태평2동,수정태평2-A-33,태평2동 3307-23번지,남문로102번길 7-1 (태평동),2019-09,"5","37.446580 ","127.138280 ",2025-11-12,0.70
"247",경기도 성남시,수정구,태평2동,수정태평2-A-34,태평2동 3307-67번지,남문로102번길 19 (태평동),2019-09,"5","37.445720 ","127.138690 ",2025-11-12,0.70
"248",경기도 성남시,수정구,태평2동,수정태평2-A-35,태평2동 3307-150번지,시민로205번길 34 (태평동),2019-09,"5","37.445080 ","127.137880 ",2025-11-12,0.70
"249",경기도 성남시,수정구,태평2동,수정태평2-A-36,태평2동 3194,남문로74번길 14,2020-07,"4","37.445270 ","127.135352 ",2025-11-12,0.70
"250",경기도 성남시,수정구,태평2동,수정태평2-A-37,태평동 3447-2,수정북로63번길 12,2020-07,"2","37.444003 ","127.136018 ",2025-11-12,0.70
"251",경기도 성남시,수정구,태평2동,수정태평2-A-38,태평2동 7288-17,수정로 185,2020-07,"3","37.444005 ","127.140590 ",2025-11-12,0.70
"252",경기도 성남시,수정구,태평2동,수정태평2-A-39,태평2동 967,태평로74번길 15,2020-09,"5","37.448623 ","127.135321 ",2025-11-12,0.70
"253",경기도 성남시,수정구,태평2동,수정태평2-A-40,태평2동 1186,시민로249번길 29,2020-09,"5","37.448966 ","127.136651 ",2025-11-12,0.70
"254",경기도 성남시,수정구,태평2동,수정태평2-A-41,태평2동 1129,시민로249번길 32-5,2020-09,"5","37.449058 ","127.136350 ",2025-11-12,0.70
"255",경기도 성남시,수정구,태평2동,수정태평2-A-42,태평2동 1084,태평로82번길 18,2020-09,"3","37.448609 ","127.136241 ",2025-11-12,0.70
"256",경기도 성남시,수정구,태평2동,수정태평2-A-43,태평2동 1015,남문로89번길 22,2020-09,"5","37.448480 ","127.135869 ",2025-11-12,0.70
"257",경기도 성남시,수정구,태평2동,수정태평2-A-44,태평2동 1077,탄리로132번길 23-2,2020-09,"5","37.448149 ","127.136261 ",2025-11-12,0.70
"258",경기도 성남시,수정구,태평2동,수정태평2-A-45,태평2동 2681,시민로241번길 19-12,2020-09,"5","37.448195 ","127.138316 ",2025-11-12,0.70
"259",경기도 성남시,수정구,태평2동,수정태평2-A-46,태평2동 2765,남문로 101-1,2020-09,"5","37.447230 ","127.137990 ",2025-11-12,0.70
"260",경기도 성남시,수정구,태평2동,수정태평2-A-47,태평2동 278,시민로259번길 18,2020-09,"3","37.450258 ","127.137508 ",2025-11-12,0.70
"261",경기도 성남시,수정구,태평2동,수정태평2-A-48,태평2동 418,시민로259번길 34,2020-09,"3","37.449784 ","127.135910 ",2025-11-12,0.70
"262",경기도 성남시,수정구,태평2동,수정태평2-A-49,태평2동 589,태평로64번길 5-2,2020-09,"5","37.449177 ","127.133939 ",2025-11-12,0.70
"263",경기도 성남시,수정구,태평2동,수정태평2-A-50,태평2동 2935,태평2동 2935,2020-09,"4","37.447151 ","127.136457 ",2025-11-12,0.70
"264",경기도 성남시,수정구,태평2동,수정태평2-A-51,태평2동 2823-1,남문로97번길 4,2020-09,"5","37.447378 ","127.137344 ",2025-11-12,0.70
"265",경기도 성남시,수정구,태평2동,수정태평2-A-52,태평2동 347,태평로100번길 8,2020-09,"5","37.450097 ","127.137673 ",2025-11-12,0.70
"266",경기도 성남시,수정구,태평2동,수정태평2-A-53,태평2동 3307-91,남문로94번길 7-3,2020-12,"4","37.446327 ","127.137364 ",2025-11-12,0.70
"267",경기도 성남시,수정구,태평2동,수정태평2-A-54,태평2동 3200,탄리로96번길 1,2020-12,"5","37.444330 ","127.135047 ",2025-11-12,0.70
"268",경기도 성남시,수정구,태평2동,수정태평2-A-55,태평2동 1305,,2021-06,"4","37.449210 ","127.137350 ",2025-11-12,0.70
"269",경기도 성남시,수정구,태평2동,수정태평2-A-56,태평2동 3249,남문로 80,2021-12,"5","37.446380 ","127.135460 ",2025-11-12,0.70
"270",경기도 성남시,수정구,태평2동,수정태평2-A-57,태평2동 7346,태평로 65,2021-12,"5","37.449300 ","127.132830 ",2025-11-12,0.70
"271",경기도 성남시,수정구,태평2동,수정태평2-A-58,태평2동 224-3,,2021-12,"5","37.451030 ","127.133510 ",2025-11-12,0.70
"272",경기도 성남시,수정구,태평2동,수정태평2-A-59,태평2동 3430,,2022-04,"3","37.442668 ","127.137444 ",2025-11-12,0.70
"273",경기도 성남시,수정구,태평2동,수정태평2-A-60,태평2동 3493-2,탄리로74번길 8,2022-07,"3","37.442769 ","127.136512 ",2025-11-12,0.70
"274",경기도 성남시,수정구,태평2동,수정태평2-A-61,태평2동 894,탄리로132번길 13-2,2022-08,"5","37.447866 ","127.135251 ",2025-11-12,0.70
"275",경기도 성남시,수정구,태평2동,수정태평2-A-62,태평2동 1397,시민로241번길 18,2022-08,"5","37.448678 ","127.138343 ",2025-11-12,0.70
"276",경기도 성남시,수정구,태평2동,수정태평2-A-63,태평2동 224-8,태평로 55번길 ,2023-06,"4","37.450870 ","127.132751 ",2025-11-12,0.70
"277",경기도 성남시,수정구,태평2동,수정태평2-A-64,태평2동 3230,남문로 82번길 16,2023-06,"3","37.445237 ","127.136359 ",2025-11-12,0.70
"278",경기도 성남시,수정구,태평2동,수정태평2-A-65,태평2동 3422,수정북로 74,2023-06,"5","37.443454 ","127.137454 ",2025-11-12,0.70
"279",경기도 성남시,수정구,태평2동,수정태평2-A-66,태평2동 3479,,2024-04,"4","37.443246 ","127.135646 ",2025-11-12,0.70
"280",경기도 성남시,수정구,태평2동,수정태평2-A-67,태평2동 2967,탄리로132번길 22-20,2024-10,"5","37.447558 ","127.136111 ",2025-11-12,0.70
